gateway          | 
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.823+00:00"},"s":"I",  "c":"STORAGE",  "id":22320,   "ctx":"SignalHandler","msg":"Shutting down journal flusher thread"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.824+00:00"},"s":"I",  "c":"STORAGE",  "id":22321,   "ctx":"SignalHandler","msg":"Finished shutting down journal flusher thread"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.824+00:00"},"s":"I",  "c":"STORAGE",  "id":22322,   "ctx":"SignalHandler","msg":"Shutting down checkpoint thread"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.825+00:00"},"s":"I",  "c":"STORAGE",  "id":22323,   "ctx":"SignalHandler","msg":"Finished shutting down checkpoint thread"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.825+00:00"},"s":"I",  "c":"STORAGE",  "id":22261,   "ctx":"SignalHandler","msg":"Timestamp monitor shutting down"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.825+00:00"},"s":"I",  "c":"STORAGE",  "id":20282,   "ctx":"SignalHandler","msg":"Deregistering all the collections"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.825+00:00"},"s":"I",  "c":"STORAGE",  "id":22317,   "ctx":"SignalHandler","msg":"WiredTigerKVEngine shutting down"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.825+00:00"},"s":"I",  "c":"STORAGE",  "id":22318,   "ctx":"SignalHandler","msg":"Shutting down session sweeper thread"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.826+00:00"},"s":"I",  "c":"STORAGE",  "id":22319,   "ctx":"SignalHandler","msg":"Finished shutting down session sweeper thread"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:56.829+00:00"},"s":"I",  "c":"STORAGE",  "id":4795902, "ctx":"SignalHandler","msg":"Closing WiredTiger","attr":{"closeConfig":"leak_memory=true,use_timestamp=false,"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.009+00:00"},"s":"I",  "c":"STORAGE",  "id":4795901, "ctx":"SignalHandler","msg":"WiredTiger closed","attr":{"durationMillis":180}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.010+00:00"},"s":"I",  "c":"STORAGE",  "id":22279,   "ctx":"SignalHandler","msg":"shutdown: removing fs lock..."}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.011+00:00"},"s":"I",  "c":"-",        "id":4784931, "ctx":"SignalHandler","msg":"Dropping the scope cache for shutdown"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.011+00:00"},"s":"I",  "c":"FTDC",     "id":20626,   "ctx":"SignalHandler","msg":"Shutting down full-time diagnostic data capture"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.014+00:00"},"s":"I",  "c":"CONTROL",  "id":20565,   "ctx":"SignalHandler","msg":"Now exiting"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.014+00:00"},"s":"I",  "c":"CONTROL",  "id":23138,   "ctx":"SignalHandler","msg":"Shutting down","attr":{"exitCode":0}}
mongodb-medical  | 
mongodb-medical  | MongoDB init process complete; ready for start up.
mongodb-medical  | 
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.917+00:00"},"s":"I",  "c":"NETWORK",  "id":4915701, "ctx":"main","msg":"Initialized wire specification","attr":{"spec":{"incomingExternalClient":{"minWireVersion":0,"maxWireVersion":21},"incomingInternalClient":{"minWireVersion":0,"maxWireVersion":21},"outgoing":{"minWireVersion":6,"maxWireVersion":21},"isInternalClient":true}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.919+00:00"},"s":"I",  "c":"CONTROL",  "id":23285,   "ctx":"main","msg":"Automatically disabling TLS 1.0, to force-enable TLS 1.0 specify --sslDisabledProtocols 'none'"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.920+00:00"},"s":"I",  "c":"NETWORK",  "id":4648601, "ctx":"main","msg":"Implicit TCP FastOpen unavailable. If TCP FastOpen is required, set tcpFastOpenServer, tcpFastOpenClient, and tcpFastOpenQueueSize."}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.933+00:00"},"s":"I",  "c":"REPL",     "id":5123008, "ctx":"main","msg":"Successfully registered PrimaryOnlyService","attr":{"service":"TenantMigrationDonorService","namespace":"config.tenantMigrationDonors"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.933+00:00"},"s":"I",  "c":"REPL",     "id":5123008, "ctx":"main","msg":"Successfully registered PrimaryOnlyService","attr":{"service":"TenantMigrationRecipientService","namespace":"config.tenantMigrationRecipients"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.933+00:00"},"s":"I",  "c":"CONTROL",  "id":5945603, "ctx":"main","msg":"Multi threading initialized"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.933+00:00"},"s":"I",  "c":"TENANT_M", "id":7091600, "ctx":"main","msg":"Starting TenantMigrationAccessBlockerRegistry"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.934+00:00"},"s":"I",  "c":"CONTROL",  "id":4615611, "ctx":"initandlisten","msg":"MongoDB starting","attr":{"pid":1,"port":27017,"dbPath":"/data/db","architecture":"64-bit","host":"adfbb43d9d34"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.934+00:00"},"s":"I",  "c":"CONTROL",  "id":23403,   "ctx":"initandlisten","msg":"Build Info","attr":{"buildInfo":{"version":"7.0.4","gitVersion":"38f3e37057a43d2e9f41a39142681a76062d582e","openSSLVersion":"OpenSSL 3.0.2 15 Mar 2022","modules":[],"allocator":"tcmalloc","environment":{"distmod":"ubuntu2204","distarch":"x86_64","target_arch":"x86_64"}}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.934+00:00"},"s":"I",  "c":"CONTROL",  "id":51765,   "ctx":"initandlisten","msg":"Operating System","attr":{"os":{"name":"Ubuntu","version":"22.04"}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.934+00:00"},"s":"I",  "c":"CONTROL",  "id":21951,   "ctx":"initandlisten","msg":"Options set by command line","attr":{"options":{"net":{"bindIp":"*"},"security":{"authorization":"enabled"}}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.946+00:00"},"s":"I",  "c":"STORAGE",  "id":22270,   "ctx":"initandlisten","msg":"Storage engine to use detected by data files","attr":{"dbpath":"/data/db","storageEngine":"wiredTiger"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.948+00:00"},"s":"I",  "c":"STORAGE",  "id":22297,   "ctx":"initandlisten","msg":"Using the XFS filesystem is strongly recommended with the WiredTiger storage engine. See http://dochub.mongodb.org/core/prodnotes-filesystem","tags":["startupWarnings"]}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:48:57.948+00:00"},"s":"I",  "c":"STORAGE",  "id":22315,   "ctx":"initandlisten","msg":"Opening WiredTiger","attr":{"config":"create,cache_size=429M,session_max=33000,eviction=(threads_min=4,threads_max=4),config_base=false,statistics=(fast),log=(enabled=true,remove=true,path=journal,compressor=snappy),builtin_extension_config=(zstd=(compression_level=6)),file_manager=(close_idle_time=600,close_scan_interval=10,close_handle_minimum=2000),statistics_log=(wait=0),json_output=(error,message),verbose=[recovery_progress:1,checkpoint_progress:1,compact_progress:1,backup:0,checkpoint:0,compact:0,evict:0,history_store:0,recovery:0,rts:0,salvage:0,tiered:0,timestamp:0,transaction:0,verify:0,log:0],"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.181+00:00"},"s":"I",  "c":"STORAGE",  "id":4795906, "ctx":"initandlisten","msg":"WiredTiger opened","attr":{"durationMillis":2233}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.182+00:00"},"s":"I",  "c":"RECOVERY", "id":23987,   "ctx":"initandlisten","msg":"WiredTiger recoveryTimestamp","attr":{"recoveryTimestamp":{"$timestamp":{"t":0,"i":0}}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.232+00:00"},"s":"W",  "c":"CONTROL",  "id":5123300, "ctx":"initandlisten","msg":"vm.max_map_count is too low","attr":{"currentValue":262144,"recommendedMinimum":1677720,"maxConns":838860},"tags":["startupWarnings"]}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.240+00:00"},"s":"I",  "c":"NETWORK",  "id":4915702, "ctx":"initandlisten","msg":"Updated wire specification","attr":{"oldSpec":{"incomingExternalClient":{"minWireVersion":0,"maxWireVersion":21},"incomingInternalClient":{"minWireVersion":0,"maxWireVersion":21},"outgoing":{"minWireVersion":6,"maxWireVersion":21},"isInternalClient":true},"newSpec":{"incomingExternalClient":{"minWireVersion":0,"maxWireVersion":21},"incomingInternalClient":{"minWireVersion":21,"maxWireVersion":21},"outgoing":{"minWireVersion":21,"maxWireVersion":21},"isInternalClient":true}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.240+00:00"},"s":"I",  "c":"REPL",     "id":5853300, "ctx":"initandlisten","msg":"current featureCompatibilityVersion value","attr":{"featureCompatibilityVersion":"7.0","context":"startup"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.241+00:00"},"s":"I",  "c":"STORAGE",  "id":5071100, "ctx":"initandlisten","msg":"Clearing temp directory"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.243+00:00"},"s":"I",  "c":"CONTROL",  "id":6608200, "ctx":"initandlisten","msg":"Initializing cluster server parameters from disk"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.244+00:00"},"s":"I",  "c":"CONTROL",  "id":20536,   "ctx":"initandlisten","msg":"Flow Control is enabled on this deployment"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.245+00:00"},"s":"I",  "c":"FTDC",     "id":20625,   "ctx":"initandlisten","msg":"Initializing full-time diagnostic data capture","attr":{"dataDirectory":"/data/db/diagnostic.data"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.256+00:00"},"s":"I",  "c":"REPL",     "id":6015317, "ctx":"initandlisten","msg":"Setting new configuration state","attr":{"newState":"ConfigReplicationDisabled","oldState":"ConfigPreStart"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.256+00:00"},"s":"I",  "c":"STORAGE",  "id":22262,   "ctx":"initandlisten","msg":"Timestamp monitor starting"}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.266+00:00"},"s":"I",  "c":"NETWORK",  "id":23015,   "ctx":"listener","msg":"Listening on","attr":{"address":"/tmp/mongodb-27017.sock"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.270+00:00"},"s":"I",  "c":"NETWORK",  "id":23015,   "ctx":"listener","msg":"Listening on","attr":{"address":"0.0.0.0"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:00.271+00:00"},"s":"I",  "c":"NETWORK",  "id":23016,   "ctx":"listener","msg":"Waiting for connections","attr":{"port":27017,"ssl":"off"}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:04.702+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.22.0.3:46484","uuid":{"uuid":{"$uuid":"f0278175-713e-435c-bbe1-381438d3438c"}},"connectionId":1,"connectionCount":1}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:04.705+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.22.0.3:46486","uuid":{"uuid":{"$uuid":"1ac60d6d-a03d-4eda-a43b-791178befa42"}},"connectionId":2,"connectionCount":2}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:04.725+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn2","msg":"client metadata","attr":{"remote":"172.22.0.3:46486","client":"conn2","doc":{"driver":{"name":"mongo-java-driver|sync","version":"4.11.1"},"os":{"type":"Linux","name":"Linux","architecture":"amd64","version":"5.15.49-linuxkit"},"platform":"Java/Amazon.com Inc./17.0.9+8-LTS"}}}
mongodb-medical  | {"t":{"$date":"2024-01-28T20:49:04.730+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn1","msg":"client metadata","attr":{"remote":"172.22.0.3:46484","client":"conn1","doc":{"driver":{"name":"mongo-java-driver|sync","version":"4.11.1"},"os":{"type":"Linux","name":"Linux","architecture":"amd64","version":"5.15.49-linuxkit"},"platform":"Java/Amazon.com Inc./17.0.9+8-LTS"}}}
pdp              | 
pdp              |   .   ____          _            __ _ _
pdp              |  /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
pdp              | ( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
pdp              |  \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
pdp              |   '  |____| .__|_| |_|_| |_\__, | / / / /
pdp              |  =========|_|==============|___/=/_/_/_/
pdp              |  :: Spring Boot ::                (v3.1.5)
pdp              | 
pdp              | 2024-01-28T20:50:58.906Z  INFO 7 --- [           main] medical.pdp.PDP                          : Starting PDP v1.0-SNAPSHOT using Java 17.0.9 with PID 7 (/usr/src/app/PDP-1.0-SNAPSHOT.jar started by root in /usr/src/app)
pdp              | 2024-01-28T20:50:58.910Z  INFO 7 --- [           main] medical.pdp.PDP                          : No active profile set, falling back to 1 default profile: "default"
pdp              | 2024-01-28T20:51:00.051Z  INFO 7 --- [           main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
pdp              | 2024-01-28T20:51:00.175Z  INFO 7 --- [           main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 109 ms. Found 3 JPA repository interfaces.
pdp              | 2024-01-28T20:51:01.173Z  INFO 7 --- [           main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
pdp              | 2024-01-28T20:51:01.199Z  INFO 7 --- [           main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
pdp              | 2024-01-28T20:51:01.199Z  INFO 7 --- [           main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.15]
pdp              | 2024-01-28T20:51:01.321Z  INFO 7 --- [           main] o.a.c.c.C.[.[.[/api/medical_office]      : Initializing Spring embedded WebApplicationContext
pdp              | 2024-01-28T20:51:01.323Z  INFO 7 --- [           main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2304 ms
pdp              | 2024-01-28T20:51:01.578Z  INFO 7 --- [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
pdp              | 2024-01-28T20:51:01.768Z  INFO 7 --- [           main] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection org.mariadb.jdbc.Connection@4bf3798b
pdp              | 2024-01-28T20:51:01.772Z  INFO 7 --- [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
pdp              | 2024-01-28T20:51:01.851Z  INFO 7 --- [           main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
pdp              | 2024-01-28T20:51:01.961Z  INFO 7 --- [           main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.2.13.Final
pdp              | 2024-01-28T20:51:01.966Z  INFO 7 --- [           main] org.hibernate.cfg.Environment            : HHH000406: Using bytecode reflection optimizer
pdp              | 2024-01-28T20:51:02.440Z  INFO 7 --- [           main] o.s.o.j.p.SpringPersistenceUnitInfo      : No LoadTimeWeaver setup: ignoring JPA class transformer
pdp              | 2024-01-28T20:51:03.048Z  WARN 7 --- [           main] org.hibernate.mapping.RootClass          : HHH000038: Composite-id class does not override equals(): medical.pdp.entities.AppointmentKey
pdp              | 2024-01-28T20:51:03.048Z  WARN 7 --- [           main] org.hibernate.mapping.RootClass          : HHH000039: Composite-id class does not override hashCode(): medical.pdp.entities.AppointmentKey
pdp              | 2024-01-28T20:51:04.037Z  INFO 7 --- [           main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
pdp              | 2024-01-28T20:51:04.043Z  INFO 7 --- [           main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
pdp              | 2024-01-28T20:51:04.534Z  INFO 7 --- [           main] o.s.d.j.r.query.QueryEnhancerFactory     : Hibernate is in classpath; If applicable, HQL parser will be used.
pdp              | 2024-01-28T20:51:04.973Z  WARN 7 --- [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
pdp              | 2024-01-28T20:51:05.674Z  INFO 7 --- [           main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path '/api/medical_office'
pdp              | 2024-01-28T20:51:05.702Z  INFO 7 --- [           main] medical.pdp.PDP                          : Started PDP in 7.497 seconds (process running for 8.473)
pdp              | 2024-01-28T20:51:14.698Z  INFO 7 --- [nio-8080-exec-1] o.a.c.c.C.[.[.[/api/medical_office]      : Initializing Spring DispatcherServlet 'dispatcherServlet'
pdp              | 2024-01-28T20:51:14.699Z  INFO 7 --- [nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
pdp              | 2024-01-28T20:51:14.701Z  INFO 7 --- [nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 2 ms
pdp              | 2024-01-28T20:51:14.772Z  INFO 7 --- [nio-8080-exec-1]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T20:51:15.357Z  INFO 7 --- [nio-8080-exec-1]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T20:51:15.433Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T20:51:15.455Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T20:51:18.572Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T20:51:18.593Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T20:51:25.848Z  INFO 7 --- [nio-8080-exec-4]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T20:51:25.870Z  INFO 7 --- [nio-8080-exec-4]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T20:51:27.200Z  INFO 7 --- [nio-8080-exec-5]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T20:51:27.220Z  INFO 7 --- [nio-8080-exec-5]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T20:51:46.164Z  INFO 7 --- [nio-8080-exec-6]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T20:51:46.201Z  INFO 7 --- [nio-8080-exec-6]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T20:51:47.112Z  INFO 7 --- [nio-8080-exec-7]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T20:51:47.129Z  INFO 7 --- [nio-8080-exec-7]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T20:51:50.544Z  INFO 7 --- [nio-8080-exec-8]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T20:51:50.580Z  INFO 7 --- [nio-8080-exec-8]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T20:52:46.498Z  INFO 7 --- [nio-8080-exec-9]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/patients/1111
pdp              | 2024-01-28T20:52:46.580Z  INFO 7 --- [nio-8080-exec-9]                                          : Method: GET, Path: /api/medical_office/patients/1111, Status: 200
pdp              | 2024-01-28T20:53:03.402Z  INFO 7 --- [io-8080-exec-10]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T20:53:03.426Z  INFO 7 --- [io-8080-exec-10]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:03:13.003Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:03:13.028Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:03:13.064Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:03:13.085Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:03:50.197Z  INFO 7 --- [nio-8080-exec-4]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:03:50.216Z  INFO 7 --- [nio-8080-exec-4]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:03:50.248Z  INFO 7 --- [nio-8080-exec-5]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:03:50.269Z  INFO 7 --- [nio-8080-exec-5]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:06:00.494Z  INFO 7 --- [nio-8080-exec-7]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:06:00.522Z  INFO 7 --- [nio-8080-exec-7]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:06:00.564Z  INFO 7 --- [nio-8080-exec-8]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:06:00.587Z  INFO 7 --- [nio-8080-exec-8]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:11:54.592Z  INFO 7 --- [io-8080-exec-10]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:11:54.621Z  INFO 7 --- [io-8080-exec-10]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:11:55.448Z  INFO 7 --- [nio-8080-exec-1]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:11:55.468Z  INFO 7 --- [nio-8080-exec-1]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:11:56.873Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:11:56.894Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:11:57.646Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:11:57.667Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:26:16.632Z  INFO 7 --- [nio-8080-exec-5]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:26:16.647Z  INFO 7 --- [nio-8080-exec-5]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:26:16.676Z  INFO 7 --- [nio-8080-exec-6]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:26:16.696Z  INFO 7 --- [nio-8080-exec-6]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:27:05.644Z  INFO 7 --- [nio-8080-exec-7]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:27:05.671Z  INFO 7 --- [nio-8080-exec-7]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:27:05.754Z  INFO 7 --- [nio-8080-exec-8]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:27:05.765Z  INFO 7 --- [nio-8080-exec-8]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:27:05.869Z  INFO 7 --- [nio-8080-exec-9]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:27:05.881Z  INFO 7 --- [nio-8080-exec-9]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:27:09.604Z  INFO 7 --- [io-8080-exec-10]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:27:09.625Z  INFO 7 --- [io-8080-exec-10]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:27:09.826Z  INFO 7 --- [nio-8080-exec-1]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:27:09.846Z  INFO 7 --- [nio-8080-exec-1]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:27:10.023Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:27:10.036Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:27:21.641Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:27:21.647Z ERROR 7 --- [nio-8080-exec-3] o.a.c.c.C.[.[.[.[dispatcherServlet]      : Servlet.service() for servlet [dispatcherServlet] in context with path [/api/medical_office] threw exception [Request processing failed: java.lang.IllegalArgumentException: Page size must not be less than one] with root cause
pdp              | 
pdp              | java.lang.IllegalArgumentException: Page size must not be less than one
pdp              | 	at org.springframework.data.domain.AbstractPageRequest.<init>(AbstractPageRequest.java:50) ~[spring-data-commons-3.1.5.jar!/:3.1.5]
pdp              | 	at org.springframework.data.domain.PageRequest.<init>(PageRequest.java:46) ~[spring-data-commons-3.1.5.jar!/:3.1.5]
pdp              | 	at org.springframework.data.domain.PageRequest.of(PageRequest.java:73) ~[spring-data-commons-3.1.5.jar!/:3.1.5]
pdp              | 	at org.springframework.data.domain.PageRequest.of(PageRequest.java:61) ~[spring-data-commons-3.1.5.jar!/:3.1.5]
pdp              | 	at medical.pdp.controllers.DoctorController.paged(DoctorController.java:53) ~[classes!/:1.0-SNAPSHOT]
pdp              | 	at jdk.internal.reflect.GeneratedMethodAccessor49.invoke(Unknown Source) ~[na:na]
pdp              | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:na]
pdp              | 	at java.base/java.lang.reflect.Method.invoke(Method.java:568) ~[na:na]
